100.0,100.0,0.3,154.59659423828126,148.44281005859375,11.052400207519531
100.0,100.0,0.6,154.5143798828125,148.88251953125,10.267698669433594
100.0,100.0,0.9,158.03663330078126,149.5986083984375,9.787766265869141
100.0,100.0,1.2,154.78935546875,149.7638916015625,10.475399780273438
100.0,100.0,1.5,152.267626953125,147.88333740234376,11.440798950195312
100.0,100.0,1.8,157.43594970703126,149.6593994140625,10.51703338623047
100.0,200.0,0.3,155.289208984375,148.65128173828126,10.254166412353516
100.0,200.0,0.6,156.4007568359375,152.6275390625,10.322899627685548
100.0,200.0,0.9,152.81512451171875,146.49957275390625,11.355433654785156
100.0,200.0,1.2,152.0769775390625,147.1840087890625,11.419732666015625
100.0,200.0,1.5,155.12047119140624,151.42960205078126,10.134532928466797
100.0,200.0,1.8,156.75650634765626,148.2576904296875,14.499632263183594
100.0,300.0,0.3,156.2511962890625,150.10849609375,15.16179962158203
100.0,300.0,0.6,156.08328857421876,148.871484375,153.8060546875
100.0,300.0,0.9,152.23514404296876,144.75780029296874,10.119198608398438
100.0,300.0,1.2,156.91619873046875,151.0892333984375,9.431967163085938
100.0,300.0,1.5,153.351220703125,147.96131591796876,9.898167419433594
100.0,300.0,1.8,154.2882080078125,147.56575927734374,11.087100219726562
100.0,400.0,0.3,155.12568359375,151.19903564453125,10.594766235351562
100.0,400.0,0.6,155.12725830078125,145.957763671875,9.961899566650391
100.0,400.0,0.9,155.95849609375,149.321435546875,9.50876693725586
100.0,400.0,1.2,156.51417236328126,151.317822265625,8.914733123779296
100.0,400.0,1.5,155.01719970703124,149.96202392578124,10.30523223876953
100.0,400.0,1.8,153.99951171875,145.9295166015625,10.515966033935547
100.0,500.0,0.3,154.3511474609375,147.5833740234375,9.935433197021485
100.0,500.0,0.6,157.0946533203125,153.47352294921876,9.589899444580078
100.0,500.0,0.9,152.998828125,146.38978271484376,10.092266845703126
100.0,500.0,1.2,152.0389404296875,146.4764892578125,11.644000244140624
100.0,500.0,1.5,153.42835693359376,148.2946044921875,11.161066436767578
100.0,500.0,1.8,153.1317626953125,148.898046875,10.67836685180664
100.0,1000.0,0.3,155.935107421875,149.7749267578125,11.746099853515625
100.0,1000.0,0.6,153.87174072265626,146.0333251953125,11.193133544921874
100.0,1000.0,0.9,152.97999267578126,148.0509765625,8.93290023803711
100.0,1000.0,1.2,155.796728515625,149.2013916015625,9.353966522216798
100.0,1000.0,1.5,153.08232421875,147.4486328125,9.134633636474609
100.0,1000.0,1.8,154.17451171875,147.102197265625,9.623332977294922
200.0,100.0,0.3,154.891455078125,151.3013427734375,9.560832977294922
200.0,100.0,0.6,153.2323486328125,146.8758544921875,9.794366455078125
200.0,100.0,0.9,152.69921875,149.295947265625,11.412466430664063
200.0,100.0,1.2,154.18046875,149.1258544921875,9.647233581542968
200.0,100.0,1.5,153.8363525390625,146.9701416015625,9.258566284179688
200.0,100.0,1.8,153.13394775390626,147.79876708984375,10.063832855224609
200.0,200.0,0.3,150.88197021484376,145.4464111328125,10.685466766357422
200.0,200.0,0.6,156.36109619140626,148.07630615234376,9.730865478515625
200.0,200.0,0.9,155.7859130859375,150.99046630859374,10.106600189208985
200.0,200.0,1.2,156.70885009765624,153.98048095703126,10.070233917236328
200.0,200.0,1.5,153.79046630859375,148.8725830078125,10.404199981689453
200.0,200.0,1.8,156.05823974609376,148.3063232421875,9.29086685180664
200.0,300.0,0.3,155.44990234375,150.77271728515626,10.395833587646484
200.0,300.0,0.6,153.66871337890626,148.78345947265626,10.240033721923828
200.0,300.0,0.9,152.71900634765626,149.1302490234375,10.614533996582031
200.0,300.0,1.2,154.0696533203125,151.08543701171874,10.757833862304688
200.0,300.0,1.5,153.165771484375,147.21724853515624,9.404266357421875
200.0,300.0,1.8,152.89112548828126,145.5740478515625,9.612232971191407
200.0,400.0,0.3,154.0370361328125,149.52474365234374,9.23596649169922
200.0,400.0,0.6,153.05426025390625,147.6369873046875,10.274566650390625
200.0,400.0,0.9,159.39345703125,151.183154296875,10.172766876220702
200.0,400.0,1.2,152.330517578125,147.2985107421875,9.453233337402343
200.0,400.0,1.5,154.07586669921875,150.12757568359376,11.100566864013672
200.0,400.0,1.8,149.51258544921876,144.00523681640624,10.864167022705079
200.0,500.0,0.3,153.1697265625,146.08873291015624,10.087599945068359
200.0,500.0,0.6,154.62711181640626,149.552001953125,8.993766784667969
200.0,500.0,0.9,157.218115234375,151.63465576171876,9.180166625976563
200.0,500.0,1.2,155.62706298828124,147.19482421875,9.604933929443359
200.0,500.0,1.5,150.70361328125,145.2055419921875,10.384633636474609
200.0,500.0,1.8,153.7816650390625,147.9302978515625,9.742666625976563
200.0,1000.0,0.3,154.690478515625,147.34586181640626,9.463899993896485
200.0,1000.0,0.6,156.4321533203125,150.67322998046876,10.214799499511718
200.0,1000.0,0.9,152.60291748046876,144.01966552734376,10.77896728515625
200.0,1000.0,1.2,151.0511962890625,144.4490478515625,11.008766174316406
200.0,1000.0,1.5,155.88729248046874,148.99215087890624,9.809567260742188
200.0,1000.0,1.8,151.81162109375,145.2025634765625,10.815966796875
300.0,100.0,0.3,155.3195068359375,145.60780029296876,10.08386688232422
300.0,100.0,0.6,155.888623046875,147.22462158203126,10.21536636352539
300.0,100.0,0.9,151.470654296875,147.0246337890625,10.431100463867187
300.0,100.0,1.2,155.8443115234375,148.762451171875,9.9794677734375
300.0,100.0,1.5,158.0836669921875,151.0558837890625,9.849200439453124
300.0,100.0,1.8,152.3703369140625,145.5462890625,10.67449951171875
300.0,200.0,0.3,153.803759765625,147.6704345703125,10.392066192626952
300.0,200.0,0.6,154.1561767578125,145.777197265625,9.759766387939454
300.0,200.0,0.9,155.7777587890625,147.5879638671875,9.565567016601562
300.0,200.0,1.2,155.1943115234375,148.07091064453124,9.867599487304688
300.0,200.0,1.5,156.5291015625,148.984912109375,10.085466766357422
300.0,200.0,1.8,155.59105224609374,150.22091064453124,10.555066680908203
300.0,300.0,0.3,153.689111328125,145.298779296875,10.400833892822266
300.0,300.0,0.6,156.1634033203125,150.8916259765625,10.370800018310547
300.0,300.0,0.9,152.22060546875,146.72706298828126,10.983599853515624
300.0,300.0,1.2,153.963916015625,145.86397705078124,10.061067199707031
300.0,300.0,1.5,151.4219970703125,146.54371337890626,10.650833129882812
300.0,300.0,1.8,154.067724609375,148.73170166015626,10.151866912841797
300.0,400.0,0.3,153.7984130859375,146.8063720703125,9.946733093261718
300.0,400.0,0.6,149.0383544921875,142.4969970703125,11.547433471679687
300.0,400.0,0.9,152.16123046875,147.225537109375,10.261732482910157
300.0,400.0,1.2,152.672265625,146.08739013671874,10.132099914550782
300.0,400.0,1.5,157.07117919921876,150.6976806640625,9.011766815185547
300.0,400.0,1.8,154.30230712890625,145.77269287109374,11.159833526611328
300.0,500.0,0.3,151.4903076171875,146.5852294921875,9.972200012207031
300.0,500.0,0.6,152.64862060546875,148.73671875,10.854833221435547
300.0,500.0,0.9,152.67852783203125,146.076025390625,11.18800048828125
300.0,500.0,1.2,153.98375244140624,147.68524169921875,9.845565795898438
300.0,500.0,1.5,153.314990234375,147.28046875,10.309266662597656
300.0,500.0,1.8,153.7031005859375,147.2341064453125,9.808032989501953
300.0,1000.0,0.3,155.50401611328124,146.4824462890625,9.57550048828125
300.0,1000.0,0.6,152.37650146484376,146.900634765625,9.815733337402344
300.0,1000.0,0.9,151.8397216796875,147.99974365234374,9.777033233642578
300.0,1000.0,1.2,154.97568359375,149.55667724609376,9.406033325195313
300.0,1000.0,1.5,152.2779541015625,146.7124267578125,11.145466613769532
300.0,1000.0,1.8,152.93839111328126,146.759814453125,10.472833251953125
400.0,100.0,0.3,155.904443359375,149.224462890625,9.578700256347656
400.0,100.0,0.6,152.52496337890625,148.860693359375,10.007700347900391
400.0,100.0,0.9,150.1343994140625,145.9718017578125,10.414399719238281
400.0,100.0,1.2,154.46329345703126,146.2177001953125,9.736833190917968
400.0,100.0,1.5,151.52108154296874,146.4257568359375,11.555933380126953
400.0,100.0,1.8,155.556494140625,150.74290771484374,9.954866790771485
400.0,200.0,0.3,154.5852783203125,147.19879150390625,10.145600128173829
400.0,200.0,0.6,154.26160888671876,146.94755859375,9.722200775146485
400.0,200.0,0.9,155.56844482421874,150.97437744140626,10.392733764648437
400.0,200.0,1.2,153.43651123046874,146.613525390625,11.423933410644532
400.0,200.0,1.5,156.99659423828126,148.67381591796874,9.425666809082031
400.0,200.0,1.8,154.8259765625,147.90889892578124,10.069532775878907
400.0,300.0,0.3,157.10072021484376,150.439892578125,9.816500854492187
400.0,300.0,0.6,153.7217529296875,148.9185302734375,9.668533325195312
400.0,300.0,0.9,151.01605224609375,146.4616943359375,9.950567626953125
400.0,300.0,1.2,150.07130126953126,143.7523193359375,10.919465637207031
400.0,300.0,1.5,155.37275390625,148.3404052734375,9.92203369140625
