25.0,158.73912,152.53029,3.9223666
50.0,157.97018,149.19292,4.5446005
100.0,152.86641,146.34232,6.076567
150.0,153.60046,146.83769,7.070867
200.0,151.35435,144.84175,8.827901
250.0,153.1694,145.87538,9.200567
