1.0,1.0,50.662354,50.662354,0.0,1.0,0.0,34.05575,0.15066664,0.0,0.0,0.0,0.0,0.0
1.0,2.0,50.662354,50.662354,0.0,1.0,0.0,34.055748,0.2043333,0.0,0.0,0.0,0.0,0.0
1.0,3.0,50.662354,50.662354,0.0,1.0,0.0,34.055756,0.2726666,0.0,0.0,0.0,0.0,0.0
1.0,4.0,50.662354,50.662354,0.0,1.0,0.0,34.055756,0.37666664,0.0,0.0,0.0,0.0,0.0
1.0,5.0,50.662354,50.662354,0.0,1.0,0.0,34.055756,0.47100005,0.0,0.0,0.0,0.0,0.0
1.0,6.0,50.662354,50.662354,0.0,1.0,0.0,34.055756,0.53966665,0.0,0.0,0.0,0.0,0.0
2.0,1.0,66.84196,66.52844,1.0,1.0,18.14252,17.903797,0.4796667,0.0,0.0,0.0,0.0,0.0
2.0,2.0,65.804924,65.63527,1.0,1.0,18.036482,13.328871,0.6663334,0.0,0.0,0.0,0.0,0.0
2.0,3.0,66.11362,65.410866,1.0,1.0,18.280476,11.962172,0.83966666,0.0,0.0,0.0,0.0,0.0
2.0,4.0,66.149445,65.63527,1.0,1.0,18.036482,13.32887,1.3510001,0.0,0.0,0.0,0.0,0.0
2.0,5.0,66.14395,65.59778,1.0,1.0,18.283817,12.934717,1.625,0.0,0.0,0.0,0.0,0.0
2.0,6.0,66.1061,65.50523,1.0,1.0,18.192385,17.537706,1.64,0.0,0.0,0.0,0.0,0.0
3.0,1.0,108.92039,108.04376,1.0,2.0,30.628078,25.047081,0.7526667,0.0,0.0,0.0,0.0,0.0
3.0,2.0,108.6562,108.588554,1.0,2.0,30.82477,15.689997,1.068,0.0,0.0,0.0,0.0,0.0
3.0,3.0,108.06193,107.7492,1.0,2.0,31.021984,11.943998,1.498,0.0,0.0,0.0,0.0,0.0
3.0,4.0,107.82307,107.35137,1.0,2.0,31.265362,0.0,2.1423333,0.0,0.0,0.0,0.0,0.0
3.0,5.0,107.808655,107.45703,1.0,2.0,31.175781,24.092018,2.6593332,0.0,0.0,0.0,0.0,0.0
3.0,6.0,108.18508,107.425385,1.0,2.0,31.19627,0.0,2.8546667,0.0,0.0,0.0,0.0,0.0
4.0,1.0,113.77798,112.921,1.0,2.0,37.44431,19.897495,1.5500001,0.0,0.0,0.0,0.0,0.0
4.0,2.0,114.53689,114.384834,1.0,2.0,37.765095,23.1323,1.8466667,0.0,0.0,0.0,0.0,0.0
4.0,3.0,112.25089,110.83223,1.0,2.0,37.709293,5.595374,3.545,0.0,0.0,0.0,0.0,0.0
4.0,4.0,112.94814,112.13897,1.0,2.0,37.79515,16.598291,4.1666665,0.0,0.0,0.0,0.0,0.0
4.0,5.0,112.70361,111.290665,1.0,2.0,37.58475,20.399433,5.0903335,0.0,0.0,0.0,0.0,0.0
4.0,6.0,111.60607,110.9327,1.0,2.0,37.590347,12.8064785,6.125,0.0,0.0,0.0,0.0,0.0
5.0,1.0,141.23317,137.72018,1.0,2.0,47.88896,135.18637,2.9033334,0.0,0.0,0.0,0.0,0.0
5.0,2.0,144.99799,140.42255,1.0,2.0,46.571087,150.34381,3.333,0.0,0.0,0.0,0.0,0.0
5.0,3.0,141.0125,137.77856,1.0,2.0,47.053528,136.16177,3.95,0.0,0.0,0.0,0.0,0.0
5.0,4.0,138.78043,132.08453,1.0,2.0,47.689125,105.94347,6.379,0.0,0.0,0.0,0.0,0.0
5.0,5.0,143.88864,139.02917,1.0,2.0,47.387085,142.41885,6.413,0.0,0.0,0.0,0.0,0.0
5.0,6.0,143.54097,140.73645,1.0,2.0,40.10197,157.17543,7.5713334,0.0,0.0,0.0,0.0,0.0
6.0,1.0,146.99922,138.69789,1.0,2.0,52.3631,136.69528,3.8583333,0.0,0.0,0.0,0.0,0.0
6.0,2.0,150.27275,133.25876,1.0,2.0,53.238323,107.61446,5.893,0.0,0.0,0.0,0.0,0.0
6.0,3.0,160.1816,144.73413,1.0,2.0,51.479774,168.89786,5.3356667,0.0,0.0,0.0,0.0,0.0
6.0,4.0,141.57106,133.33276,1.0,2.0,53.520947,107.773636,10.868667,0.0,0.0,0.0,0.0,0.0
6.0,5.0,152.95044,133.24037,1.0,2.0,53.183453,107.56258,10.020333,0.0,0.0,0.0,0.0,0.0
6.0,6.0,133.93428,133.27692,1.0,2.0,53.53264,107.47297,14.298333,0.0,0.0,0.0,0.0,0.0
7.0,1.0,186.524,177.26987,1.0,3.0,61.284958,100.507454,6.2553334,0.0,0.0,0.0,0.0,0.0
7.0,2.0,187.30489,173.9339,1.0,3.0,61.187378,84.15558,8.123667,0.0,0.0,0.0,0.0,0.0
7.0,3.0,171.79924,170.15213,1.0,3.0,61.16401,64.00144,12.066667,0.0,0.0,0.0,0.0,0.0
7.0,4.0,171.24638,167.42917,1.0,3.0,61.203377,60.60399,16.245,0.0,0.0,0.0,0.0,0.0
7.0,5.0,170.96063,170.10324,1.0,3.0,60.845745,67.65355,19.788,0.0,0.0,0.0,0.0,0.0
7.0,6.0,182.48643,169.66965,1.0,3.0,60.74049,69.18057,17.063334,0.0,0.0,0.0,0.0,0.0
8.0,1.0,218.85083,204.422,2.0,3.0,61.947098,157.27393,7.0796666,0.0,0.0,0.0,0.0,0.0
8.0,2.0,206.76692,204.26102,2.0,3.0,66.98918,152.38596,7.8816667,0.0,0.0,0.0,0.0,0.0
8.0,3.0,225.97345,217.04924,2.0,3.0,67.712006,218.52667,9.741,0.0,0.0,0.0,0.0,0.0
8.0,4.0,201.72601,189.2526,2.0,3.0,69.395515,82.50599,19.332,0.0,0.0,0.0,0.0,0.0
8.0,5.0,224.85136,212.55461,2.0,3.0,62.196087,199.5051,14.359333,0.0,0.0,0.0,0.0,0.0
8.0,6.0,195.34221,189.54218,2.0,3.0,69.50692,92.52433,17.508,0.0,0.0,0.0,0.0,0.0
9.0,1.0,245.49817,225.04993,2.0,3.0,79.05408,251.16304,8.412,0.0,0.0,0.0,0.0,0.0
9.0,2.0,271.45618,261.88904,2.0,4.0,80.307106,212.09158,9.752334,0.0,0.0,0.0,0.0,0.0
9.0,3.0,249.515,237.91449,1.0,4.0,67.29215,181.82158,14.333667,0.0,0.0,0.0,0.0,0.0
9.0,4.0,222.10144,219.39523,2.0,3.0,74.11113,225.62883,14.684667,0.0,0.0,0.0,0.0,0.0
9.0,5.0,238.76428,214.33456,2.0,3.0,79.617905,194.80408,15.267,0.0,0.0,0.0,0.0,0.0
9.0,6.0,219.72502,217.22104,2.0,3.0,77.80904,211.31636,18.192667,0.0,0.0,0.0,0.0,0.0
10.0,1.0,284.02283,266.04538,2.0,4.0,81.281975,232.994,9.635,0.0,0.0,0.0,0.0,0.0
10.0,2.0,272.84116,270.8606,2.0,4.0,83.47221,256.35825,10.980333,0.0,0.0,0.0,0.0,0.0
10.0,3.0,279.48767,274.1791,2.0,4.0,90.37041,268.13385,13.880333,0.0,0.0,0.0,0.0,0.0
