1.0,152.41104,145.2168,9.7698
5.0,150.20552,145.49599,11.128468
10.0,149.19243,145.46747,12.260966
15.0,151.69725,144.15906,10.943834
20.0,153.35457,148.47717,10.805233
40.0,152.51384,146.43497,10.6341
